OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
126894|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-01-29|322|85031|278610
126895|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-02-24|386|85031|278610
126896|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-03-22|157|85031|278610
126897|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-05-07|1073|85031|278610
126898|501|John I. Boulden Bus Mgnr ARBITRATION HEARING|2004-05-21|3608|85031|278610
126899|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-06-24|1452|85031|278610
126900|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-07-28|455|85031|278610
126901|501|John I. Boulden Bus Mgnr ARBITRATION HEARING|2004-08-27|3922|85031|278610
126902|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-09-24|592|85031|278610
126903|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-10-27|1795|85031|278610
126904|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-11-12|274|85031|278610
126905|501|John I. Boulden Bus Mgnr ARBITRATION HEARING|2004-11-12|9796|85031|278610
126906|501|John I. Boulden Bus Mgnr Griev Prep-Pre Arb|2004-11-12|185|85031|278610
126907|501|John I. Boulden Bus Mgnr Arbiter arbitration case|2004-08-27|500|85032|278610
126908|501|John I Boulden Bus Mgnr Transcript arbitration|2004-11-12|484|85033|278610
126909|501|John I.. Boulden Bus Mgnr Arbiter arbitration case|2004-11-04|1629|85034|278610
126910|501|John I. Boulden Bus Mgnr Arbiter arbitration case|2004-12-31|600|85035|278610
126911|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-01-29|175|85036|278610
126912|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-01-29|175|85036|278610
126913|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-01-29|175|85036|278610
126914|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-01-29|175|85036|278610
126915|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-05-07|175|85036|278610
126916|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-05-07|175|85036|278610
126917|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-05-07|175|85036|278610
126918|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-10-01|175|85036|278610
126919|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-10-01|175|85036|278610
126920|501|John I Boulden Bus Mgnr Pre Arbitration Filings|2004-10-01|175|85036|278610
126921|501|John I. Boulden, Negotiations|2004-06-01|159|85037|278610
126922|501|John I Boulden Bus Mgnr Lunches Negotiations|2004-06-01|65|85038|278610
126923|501|John I Boulden Bus Mgnr Lunches Negotiations|2004-06-01|260|85038|278610
126924|501|John I Boulden Ass't B/M Lunch Negotiations|2004-07-02|55|85039|278610
126925|501|John I. Boulden Bus Mgnr lunches negotiation comm|2004-06-01|33|85040|278610
126926|501|John I. Boulden Bus Mgnr lunches negotiation comm|2004-03-02|70|85040|278610
126927|501|Barry J. Tucker Ass't B/M negotiating comm lunches|2004-04-26|44|85040|278610
126928|501|Barry J. Tucker Ass't B/M negotiating comm lunches|2004-06-01|33|85040|278610
126929|501|Barry J. Tucker Ass't B/M negotiating comm lunches|2004-04-26|54|85040|278610
126930|501|John I Boulden Bus Mgnr lunch hearing|2004-04-15|35|85041|278610
126931|501|John I Boulden Bus Mgnr lunches negotiations|2004-06-01|60|85042|278610
126932|501|John I Boulden Bus Mgnr lunches negotiations|2004-07-02|53|85042|278610
126933|501|John I Boulden Bus Mgnr lunches negotiations|2004-07-02|45|85042|278610
126934|501|John I Boulden Bus Mgnr lunch negotiatiions|2004-08-02|21|85043|278610
126935|501|John I Boulden Bus Mgnr lunches negotiations|2004-12-31|274|85044|278610
126936|501|John I Boulden lunch negotiations|2004-08-02|22|85045|278610
126937|501|Barry J. Tucker Ass't B/M negotiations|2004-04-26|25|85046|278610
126938|503|Jerry Connor Sch Comm Ch 2004 Scholar. Award|2004-08-10|2200|85047|278610
126939|503|Jerry Connor Sch Comm Ch 2004 Award|2004-08-10|2200|85048|278610
126940|503|Jerry Connor Sch Comm Ch 2004 Sch Award|2004-08-10|2200|85049|278610
126941|503|Jerry Connor Sch Comm Ch 2004 Sch Awards|2004-08-10|2200|85050|278610
126942|503|John I. Boulden, Bus Mgnr Unit Meetings|2004-02-13|300|85051|278610
126943|503|John I. Boulden, Bus Mgnr Unit Meetings|2004-04-09|300|85051|278610
126944|503|John I. Boulden, Bus Mgnr Unit Meetings|2004-07-09|300|85051|278610
126945|503|MARTIN LUTHER KING MEMORIAL BREAKFAST|2004-01-05|160|85052|278610
126946|503|MARTIN LUTHER KING MEMORIAL BREAKFAST|2004-12-17|200|85052|278610
126947|503|John I. Boulden Bus Mgnr - Help The Needy Fund|2004-11-16|50|85053|278610
126948|503|John I. Boulden Fundraiser to The MDA Organ.|2004-05-21|50|85054|278610
126949|504|Stephen M. Newberry, President Computer Cables|2004-03-02|195|85055|278610
126950|504|Member dues deduction to strike fund|2004-01-15|1508|85056|278610
126951|504|Member dues deduction to strike fund|2004-02-15|1514|85056|278610
126952|504|Member dues deduction to strike fund|2004-03-15|1512|85056|278610
126953|504|Member dues deduction to strike fund|2004-04-15|1520|85056|278610
126954|504|Member dues deduction to strike fund|2004-05-15|1520|85056|278610
126955|504|Member dues deduction to strike fund|2004-06-15|1518|85056|278610
126956|504|Member dues deduction to strike fund|2004-07-15|1528|85056|278610
126957|504|Member dues deduction to strike fund|2004-08-15|1920|85056|278610
126958|504|Member dues deduction to strike fund|2004-09-15|1916|85056|278610
126959|504|Member dues deduction to strike fund|2004-10-15|1914|85056|278610
126960|504|Member dues deduction to strike fund|2004-11-15|1918|85056|278610
126961|504|Member dues deduction to strike fund|2004-12-15|1906|85056|278610
126962|504|Member Dues Deduction Scholarship Fund|2004-01-15|501|85057|278610
126963|504|Member Dues Deduction Scholarship Fund|2004-02-15|502|85057|278610
126964|504|Member Dues Deduction Scholarship Fund|2004-03-15|502|85057|278610
126965|504|Member Dues Deduction Scholarship Fund|2004-04-15|501|85057|278610
126966|504|Member Dues Deduction Scholarship Fund|2004-05-15|503|85057|278610
126967|504|Member Dues Deduction Scholarship Fund|2004-06-15|501|85057|278610
126968|504|Member Dues Deduction Scholarship Fund|2004-07-15|504|85057|278610
126969|504|Member Dues Deduction Scholarship Fund|2004-08-15|500|85057|278610
126970|504|Member Dues Deduction Scholarship Fund|2004-09-15|499|85057|278610
126971|504|Member Dues Deduction Scholarship Fund|2004-10-15|499|85057|278610
126972|504|Member Dues Deduction Scholarship Fund|2004-11-15|500|85057|278610
126973|504|Member Dues Deduction Scholarship Fund|2004-12-15|497|85057|278610
126974|504|Member dues deduction Building Association|2004-01-28|2255|85058|278610
126975|504|Member dues deduction Building Association|2004-02-25|2259|85058|278610
126976|504|Member dues deduction Building Association|2004-03-27|2259|85058|278610
126977|504|Member dues deduction Building Association|2004-04-26|2252|85058|278610
126978|504|Member dues deduction Building Association|2004-05-28|2261|85058|278610
126979|504|Member dues deduction Building Association|2004-06-28|2252|85058|278610
126980|504|Member dues deduction Building Association|2004-07-26|2268|85058|278610
126981|504|Member dues deduction Building Association|2004-08-28|2250|85058|278610
126982|504|Member dues deduction Building Association|2004-09-27|2246|85058|278610
126983|504|Member dues deduction Building Association|2004-10-28|2243|85058|278610
126984|504|Member dues deduction Building Association|2004-11-28|2248|85058|278610
126985|504|Member dues deduction Building Association|2004-12-28|2234|85058|278610
126986|504|Stephen M. Newberry Pres Purchase 2004 Chev.|2004-10-28|23370|85059|278610
126987|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-01-08|163|85060|278610
126988|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-01-26|160|85060|278610
126989|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-02-24|166|85060|278610
126990|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-03-22|163|85060|278610
126991|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-05-07|163|85060|278610
126992|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-05-28|163|85060|278610
126993|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-06-24|163|85060|278610
126994|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-07-28|163|85060|278610
126995|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-08-27|163|85060|278610
126996|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-09-24|163|85060|278610
126997|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-10-27|163|85060|278610
126998|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-11-24|163|85060|278610
126999|504|John I. Boulden Bus Mgnr Lease Copier Hall|2004-12-24|163|85060|278610
127000|504|Jerry Connor Trea Audit Records of the local|2004-12-29|1050|85061|278610
127001|504|Jerry Connor, Treasurer Bonding Coverage|2004-03-04|2465|85062|278610
127002|504|Steward update booklets|2004-09-17|412|85063|278610
127003|504|Jerry Connor, Treasurer, Toner, Labels|2004-08-18|173|85064|278610
127004|504|Jerry Connor, Treasurer, Envelopes,Toner, Labels|2004-09-14|115|85064|278610
127005|504|Jerry Connor, Treasurer, File Folders, Toner|2004-11-08|190|85064|278610
127006|504|John I. Boulden, Bus Mgnr Unit FIshing Trip|2004-09-11|635|85065|278610
127007|504|John I. Boulden, Bus Mgnr Memorial Bibles|2004-11-12|600|85066|278610
127008|504|John I. Boulden, Bus Mgnr Locals Workshop Dues|2004-01-05|250|85067|278610
127009|504|John I. Boulden, Bus Mgnr Locals Workshop Dues|2004-12-01|250|85067|278610
127010|504|Jerry Connor, Treasurer, Toner, Labels|2004-07-15|108|85068|278610
127011|504|Jerry Connor , Treasurer Rubber Stamp|2004-10-01|18|85069|278610
127012|504|John I. Boulden Bus Mgnr computer accessories|2004-02-02|122|85070|278610
127013|504|Stephen M. Newberry President, replace brakes|2004-07-02|381|85071|278610
127014|504|John I. Boulden Bus Mgnr oil change, lube, filters|2004-04-26|114|85071|278610
127015|504|John I. Boulden Bus Mgnr oil change, check system|2004-04-01|86|85071|278610
127016|504|John I. Boulden Bus Mgnr oil change, lube, filters|2004-07-02|25|85071|278610
127017|504|John I. Boulden Bus Mgnr, oil change|2004-09-03|24|85071|278610
127018|504|John I. Boulden Bus Mgnr, oil change|2004-11-09|24|85071|278610
127019|504|John I. Boulden Bus Mgnr Brakes Adjustment|2004-12-01|60|85071|278610
127020|504|Stephen M. Newberry, Pres. data line cables|2004-12-31|136|85072|278610
127021|504|John I Boulden, Bus Mgnr copier paper|2004-03-02|58|85072|278610
127022|504|John I. Boulden, Bus Mgnr Toner|2004-04-26|58|85072|278610
127023|504|Barry J. Tucker Ass't B/M Daily Planners, Calendar|2004-02-02|41|85072|278610
127024|504|Barry J. Tucker Ass't B/M high speed cable lines|2004-03-02|43|85072|278610
127025|504|Barry J. Tucker Ass't B/M printer ink cartridges|2004-04-26|149|85072|278610
127026|504|Barry J. Tucker Ass't B/M copy paper printer ink|2004-08-02|87|85072|278610
127027|504|Barry J. Tucker Ass't B/M ink binders file folders|2004-11-09|119|85072|278610
127028|504|Barry J. Tucker Ass't B/M copy paper|2004-12-01|62|85072|278610
127029|504|Barry J. Tucker Ass't B/M floppy disks, toner|2004-12-15|160|85072|278610
127030|504|Barry J. Tucker Ass't paper printer inkcartridges|2004-12-15|73|85072|278610
127031|504|Stephen M. Newberry, President new cell phone|2004-10-12|120|85073|278610
127032|504|John I. Boulden Bus Manager gasoline union car|2004-04-26|24|85074|278610
127033|504|John I. Boulden Bus Manager gasoline union car|2004-04-26|22|85074|278610
127034|504|Barry J. Tucker Ass't B/M gas union car|2004-03-02|27|85074|278610
127035|504|Barry J. Tucker Ass't B/M gas car wash union car|2004-11-09|43|85074|278610
127036|504|Barry J. Tucker Ass't B/M gas union car|2004-12-01|28|85074|278610
127037|504|Barry J. Tucker Ass't B/M gas union car|2004-12-15|26|85074|278610
127038|504|John I. Boulden Bus Mgnr gasoline union auto|2004-12-01|30|85075|278610
127039|504|Barry J. Tucker Ass't B/M T shirts stores depart|2004-02-02|306|85076|278610
127040|504|Barry J. Tucker Ass't B/M T shirts parade|2004-04-26|324|85076|278610
127041|504|Barry J. Tucker Ass't B/M Internet Service|2004-01-06|24|85077|278610
127042|504|Barry J. Tucker Ass't B/M Internet Service|2004-02-02|24|85077|278610
127043|504|Barry J. Tucker Ass't B/M Internet Service|2004-03-02|24|85077|278610
127044|504|Barry J. Tucker Ass't B/M Internet Service|2004-04-01|24|85077|278610
127045|504|Barry J. Tucker Ass't B/M Internet Service|2004-04-26|24|85077|278610
127046|504|Barry J. Tucker Ass't B/M Internet Service|2004-07-02|24|85077|278610
127047|504|Barry J. Tucker Ass't B/M Internet Service|2004-08-02|24|85077|278610
127048|504|Barry J. Tucker Ass't B/M Internet Service|2004-09-03|24|85077|278610
127049|504|Barry J. Tucker Ass't B/M Internet Service|2004-10-12|24|85077|278610
127050|504|Barry J. Tucker Ass't B/M Internet Service|2004-11-09|24|85077|278610
127051|504|Barry J. Tucker Ass't B/M Internet Service|2004-12-01|24|85077|278610
127052|504|John I. Boulden Business Mgnr gas union auto|2004-12-31|18|85078|278610
127053|504|John I. Boulden B/M oil change fuel injection adj|2004-01-05|79|85079|278610
127054|504|John I. Boulden, Bus Mgnr Gasoline union auto|2004-08-02|27|85079|278610
127055|504|John I Boulden Bus Mgnr gasoline union auto|2004-12-31|21|85080|278610
127056|504|John I Boulden Bus Mgnr gasoline union auto|2004-04-01|19|85080|278610
127057|504|John I Boulden Bus Mgnr gasoline union auto|2004-04-26|15|85080|278610
127058|504|Barry J. Tucker, ass't B/M flowers illness|2004-06-01|30|85081|278610
127059|504|Barry J. Tucker, Ass't B/M Toilet Parts|2004-04-01|36|85082|278610
127060|504|John I Boulden Bus Mgnr wash union car|2004-12-31|12|85083|278610
127061|504|John Boulden Bus Mgnr beverages union hall|2004-11-09|20|85084|278610
127062|504|Barry J Tucker Ass't B/M beverages union hall|2004-08-02|34|85085|278610
127063|504|Barry J Tucker Ass't B/M beverages union hall|2004-10-12|34|85085|278610
127064|504|Barry J Tucker Ass't B/M beverages union hall|2004-12-15|17|85085|278610
127065|504|Barry J. Tucker, Ass't B/M computer virus prot|2004-07-02|35|85086|278610
127066|504|Barry J. Tucker Ass't B/M Gasoline Union auto|2004-10-12|15|85087|278610
127067|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-01-05|25|85088|278610
127068|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-03-24|25|85088|278610
127069|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-04-26|25|85088|278610
127070|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-07-02|25|85088|278610
127071|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-08-02|25|85088|278610
127072|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-09-03|25|85088|278610
127073|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-11-09|25|85088|278610
127074|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-12-01|50|85088|278610
127075|504|John I. Boulden Bus Mgnr auto toll turnpike|2004-12-15|25|85088|278610
127076|504|John I Boulden Bus Mgnr gas union automobile|2004-08-02|23|85089|278610
127077|504|John I Boulden Bus Mgnr gas union automobile|2004-06-01|19|85089|278610
127078|504|John I. Boulden Bus Mgnr computer cable hall|2004-03-02|9|85090|278610
127079|504|John I. Boulden Bus Mgnr beveragers union hall|2004-11-09|51|85091|278610
127080|504|John I. Boulden Union auto gas, oil, car wash|2004-09-03|74|85092|278610
127081|504|John I. Boulden Bus Mgnr gas union auto|2004-12-01|53|85093|278610
127082|504|John I. Beverage Bus Mgnr gas oil change beverages|2004-12-15|126|85093|278610
127083|504|John I. Boulden Bus Mgnr gasoline union automobile|2004-08-02|29|85094|278610
127084|504|John I. Boulden Bus Mgnr gasoline union automobile|2004-10-12|28|85094|278610
127085|504|John I. Boulden Bus Mgnr gasoline union automobile|2004-12-01|26|85095|278610
127086|504|John I. Boulden Bus Mgnr gas car wahs beverages|2004-04-01|66|85096|278610
127087|504|John I. Boulden Bus Mgnr gasoline union automobile|2004-01-05|29|85096|278610
127088|504|John I. Boulden Bus Mgnr gas car wahs beverages|2004-02-02|100|85096|278610
127089|504|John I. Boulden Bus Mgnr gasoline union automobile|2004-12-15|31|85096|278610
127090|504|John I. Boulden Bus Mgnr gas, oil change lube|2004-10-12|93|85097|278610
127091|504|John I. Boulden Bus Mgnr gas, maintenance|2004-04-01|106|85097|278610
127092|504|John I. Boulden Bus Mgnr gas, oil change lube|2004-07-02|136|85097|278610
127093|504|John I. Boulden Bus Mgnr gas, car wash|2004-08-02|76|85097|278610
127094|504|John I. Boulden gas maintenance union car|2004-09-03|106|85097|278610
127095|504|John I. Boulden gas maintenance union car|2004-11-09|100|85097|278610
127096|504|John I. Boulden Bus Mgnr gasoline union auto|2004-12-01|23|85097|278610
127097|504|John I. Boulden Bus Mgnr gasoline union auto|2004-06-01|44|85097|278610
127098|504|John I. Boulden Bus Mgnr gasoline union auto|2004-01-05|52|85097|278610
127099|504|John I. Boulden Bus Mgnr gasoline union auto|2004-02-02|20|85097|278610
127100|504|John I. Boulden Bus Mgnr gasoline union auto|2004-03-02|56|85097|278610
127101|504|John I. Boulden Bus Mgnr Union car new tires|2004-02-02|308|85098|278610
127102|504|Barry J. Tucker Ass't B/M cell phone|2004-04-01|50|85099|278610
127103|504|Barry J. Tucker Ass't B/M cell phone batteries|2004-04-01|40|85099|278610
127104|504|Barry J. Tucker Ass't B/M cell phone|2004-12-15|50|85099|278610
127105|504|Barry J. Tucker, Ass't B/M Bouquet|2004-09-03|80|85100|278610
127106|504|John I Boulden Bus Mgnr gasoline union automobile|2004-11-09|20|85101|278610
127107|504|Barry J. Tucker Ass't B/M gas union auto|2004-12-15|24|85102|278610
127108|504|Barry J. Tucker, Ass't B/M gasoline union auto|2004-03-02|16|85103|278610
127109|505|Stephens M. Newberry, Pres Utility Conf. Hotel Rm|2004-12-01|176|85104|278610
127110|505|Stephens M. Newberry, President Utility Conf Meals|2004-12-01|17|85104|278610
127111|505|Jerry Connor, Treasurer T SHIRT PARADE|2004-09-24|502|85105|278610
127112|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-01-16|8|85106|278610
127113|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-02-14|8|85106|278610
127114|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-03-15|7|85106|278610
127115|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-04-15|10|85106|278610
127116|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-05-21|9|85106|278610
127117|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-06-21|10|85106|278610
127118|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-07-15|9|85106|278610
127119|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-08-20|9|85106|278610
127120|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-09-17|4|85106|278610
127121|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-10-12|15|85106|278610
127122|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-11-12|12|85106|278610
127123|505|John I. Boulden Bus Mgnr-ONE-NET SERVICE|2004-12-15|14|85106|278610
127124|505|John I. Boulden Bus Mgnr Local Phone Service|2004-01-26|72|85107|278610
127125|505|John I. Boulden Bus Mgnr Local Phone Service|2004-02-24|72|85107|278610
127126|505|John I. Boulden Bus Mgnr Local Phone Service|2004-03-20|72|85107|278610
127127|505|John I. Boulden Bus Mgnr Local Phone Service|2004-05-07|71|85107|278610
127128|505|John I. Boulden Bus Mgnr Local Phone Service|2004-05-21|72|85107|278610
127129|505|John I. Boulden Bus Mgnr Local Phone Service|2004-06-24|72|85107|278610
127130|505|John I. Boulden Bus Mgnr Local Phone Service|2004-07-28|56|85107|278610
127131|505|John I. Boulden Bus Mgnr Local Phone Service|2004-08-20|73|85107|278610
127132|505|John I. Boulden Bus Mgnr Local Phone Service|2004-09-24|72|85107|278610
127133|505|John I. Boulden Bus Mgnr Local Phone Service|2004-10-27|72|85107|278610
127134|505|John I. Boulden Bus Mgnr Local Phone Service|2004-11-12|62|85107|278610
127135|505|John I. Boulden Bus Mgnr Local Phone Service|2004-12-15|70|85107|278610
127136|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-01-08|292|85108|278610
127137|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-01-29|292|85108|278610
127138|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-02-24|293|85108|278610
127139|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-03-29|294|85108|278610
127140|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-05-27|294|85108|278610
127141|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-05-28|294|85108|278610
127142|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-06-24|294|85108|278610
127143|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-07-28|294|85108|278610
127144|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-08-20|294|85108|278610
127145|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-09-24|294|85108|278610
127146|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-10-27|294|85108|278610
127147|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-11-12|294|85108|278610
127148|505|Stephen M. Newbnerry, Pres. Union Cell Phones|2004-12-15|292|85108|278610
127149|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-01-13|200|85109|278610
127150|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-02-10|200|85109|278610
127151|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-03-09|200|85109|278610
127152|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-04-14|200|85109|278610
127153|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-05-11|200|85109|278610
127154|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-06-08|200|85109|278610
127155|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-07-13|200|85109|278610
127156|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-08-10|200|85109|278610
127157|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-09-15|200|85109|278610
127158|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-10-12|200|85109|278610
127159|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-11-10|200|85109|278610
127160|505|John I. Boulden Bus Mgnr Conf Room Meetings|2004-12-15|200|85109|278610
127161|505|Jerry Connor, Treasurer Hotel Room|2004-06-01|357|85110|278610
127162|505|Jerry Connor, Treasurer Telephone Conferences|2004-06-01|230|85110|278610
127163|505|Barry J Tucker Ass't Bus Mgnr Utility Conf Hotel|2004-11-09|447|85111|278610
127164|505|Barry J Tucker Ass't Bus Mgnr Utility Conf Hotel|2004-12-01|218|85111|278610
127165|505|Barry J Tucker Ass't Bus Mgnr Utility Conf Hotel|2004-12-01|82|85111|278610
127166|505|John I Boulden Bus Mgnr Utility Conf Hotel Room|2004-12-01|122|85112|278610
127167|505|John I Boulden Bus Mgnr Utility Conf Hotel Room|2004-12-02|41|85112|278610
127168|505|William Smagala, Progress Meeting Expense Adv|2004-05-10|140|85113|278610
127169|505|Stephen M. Newberry, Conf Hotel Rooms|2004-03-02|594|85114|278610
127170|505|John I. Boulden Bus Mgnr Regional Conf Meals|2004-06-01|51|85115|278610
127171|505|Barry J Tucker Ass't B/M Conference Meals|2004-06-01|20|85116|278610
127172|505|Barry J. Tucker, Ass't Bus Mgnr HOTEL ROOMS|2004-06-01|1563|85117|278610
127173|505|Jphn I. Boulden Bus Mgnr Conference Hotel Room|2004-06-01|75|85118|278610
127174|505|John I. Boulden, Bus Mgnr Conf HOTEL ROOM|2004-01-05|179|85119|278610
127175|505|John I. Boulden Conf Meals|2004-06-01|215|85120|278610
127176|505|John I. Boulden, Bus Mgnr Conference Meals|2004-06-01|34|85121|278610
127177|505|John I. Boulden , Bus Mgnr Conference Hotel Room|2004-06-01|194|85122|278610
127178|505|John I. Boulden, Business Mgnr Conference, Meals|2004-12-31|36|85123|278610
127179|505|John I. Boulden, Bus Mgnr Conference Meals|2004-01-05|18|85124|278610
127180|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-12-31|21|85125|278610
127181|505|Barry J. Tucker Ass't B/M Conference, Meals|2004-07-02|68|85126|278610
127182|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-03-02|77|85127|278610
127183|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-07-02|169|85127|278610
127184|505|Barry J. Tucker, Ass't B/M Conference Rental Car|2004-06-01|232|85128|278610
127185|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-06-01|33|85129|278610
127186|505|Barry J. Tucker, Ass't B/M Conf Hotel Rooms|2004-09-03|488|85130|278610
127187|505|Barry J. Tucker, Ass't B/M Conf Hotel Rooms|2004-06-12|853|85130|278610
127188|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-09-03|49|85130|278610
127189|505|Barry J. Tucker, Ass't B/M Conference Mea;s|2004-09-03|40|85131|278610
127190|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-03-02|49|85132|278610
127191|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-12-01|44|85132|278610
127192|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-07-02|128|85133|278610
127193|505|Barry J. Tucker, Ass't B/M Conference Hotel Rooms|2004-12-31|664|85134|278610
127194|505|Barry J. Tucker, Ass't B/M Conference Meals|2004-09-03|22|85135|278610
127195|505|Barry J. Tucker, Ass't B/M Conf. Gas Rental Car|2004-06-01|30|85136|278610
127196|505|Barry J. Tucker, Ass't B/M Conf Air Fare|2004-03-02|1045|85137|278610
127197|505|John Boulden Bus Mgnr Union Letterhead|2004-01-26|116|85138|278610
127198|505|John Boulden Bus Mgnr Union Envelopes|2004-06-04|726|85138|278610
127199|505|Jerry Connor Editor Union Newsletter|2004-06-16|392|85138|278610
127200|505|John Boulden Bus Mgnr Union Envelopes|2004-07-28|484|85138|278610
127201|505|Jerry Connor, Treasurer Check Reorder|2004-02-20|107|85139|278610
127202|505|Jerry Connor, Treasurer Check Reorder|2004-10-28|109|85139|278610
1569|501|Peoria meetings, local union meetings, travel|2004-12-31|7671|1318|247088
1570|501|Meetings, seminars, conventions|2004-12-31|28189|1319|247088
1571|501|Automobile and travel expenses|2004-12-31|18912|1320|247088
1572|501|Ads in union papers for Local 17|2004-12-31|9149|1321|247088
1573|502|Lobbying registration|2004-01-31|770|1322|247088
1574|503|To contribute to charitable organizations|2004-12-31|23700|1323|247088
1575|504|Provides telephone communication services|2004-12-31|18851|1324|247088
1576|504|Provides gas, electric and water for building|2004-12-31|39710|1325|247088
1577|504|Insurance on building and workers|2004-12-31|25834|1326|247088
1578|504|Notices for deceased members and flowers|2004-12-31|8788|1327|247088
1579|504|Account Analysis Charges|2004-12-31|11791|1328|247088
1580|504|Building and grounds maintenance|2004-12-31|50723|1329|247088
1581|504|Paper, copier supplies, toner, computer software|2004-12-31|45273|1330|247088
1582|505|Provides legal advice on union matters|2004-12-31|22563|1331|247088
1583|505|Provides accounting servies|2004-12-31|14400|1331|247088
1584|505|Prints letterhead, envelopes, special notices|2004-12-31|22864|1332|247088
1218137|503|Flowers & bibles|2004-12-31|330|853173|463280
1218138|503|Local death benefit|2004-12-31|1600|853173|463280
1218139|504|Legal fees|2004-12-31|600|853174|463280
