OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
4096603|504|Insurance|2020-01-09|115970|2693011|736199
4096604|504|Insurance|2020-05-15|15307|2693011|736199
4096605|504|Postage|2019-07-11|10000|2693012|736199
4096606|504|Postage|2020-02-06|10000|2693012|736199
4096607|504|Computer expense - cloud hosting|2019-07-11|37500|2693013|736199
4096608|504|Computer expense - cloud hosting|2019-09-12|37500|2693013|736199
4096609|504|Computer expense - cloud hosting|2019-12-12|37500|2693013|736199
4096610|504|Computer expense - cloud hosting|2020-05-15|37500|2693013|736199
4096611|504|Computer expense - cloud hosting|2020-06-12|37500|2693013|736199
4096612|504|Subscription|2019-11-20|9969|2693014|736199
4096613|504|Advertising fees|2019-07-22|45000|2693015|736199
4096614|504|Advertising fees|2019-09-24|38000|2693015|736199
4096615|504|Advertising fees|2019-10-07|15000|2693015|736199
4096616|504|Advertising fees|2019-12-26|15000|2693015|736199
4096617|504|Advertising fees|2020-02-06|30000|2693015|736199
4096618|504|Advertising fees|2020-03-12|15000|2693015|736199
4096619|504|Advertising fees|2020-04-17|15000|2693015|736199
4096620|504|Advertising fees|2020-05-15|15000|2693015|736199
4096621|504|Advertising fees|2020-06-12|15250|2693015|736199
4096622|502|Parking|2019-08-22|12420|2693018|736199
4096623|502|Parking|2020-06-22|11730|2693018|736199
4096624|504|Parking|2019-08-22|32400|2693019|736199
4096625|504|Parking|2020-06-22|30600|2693019|736199
4096626|505|Parking|2019-08-22|17820|2693020|736199
4096627|505|Parking|2020-06-22|16830|2693020|736199
4096628|501|Parking |2019-08-22|207360|2693021|736199
4096629|501|Parking |2020-06-22|195840|2693021|736199
4106369|501|Organizing Costs|2019-07-01|9000|2699071|736457
4106370|501|Organizing Costs|2019-08-01|9000|2699071|736457
4106371|501|Organizing Costs |2019-08-01|9000|2699071|736457
4106372|501|Organizing Costs|2019-09-13|9000|2699071|736457
4106373|501|Organizing Costs|2019-08-01|7718|2699072|736457
4106374|501|Organizing Costs|2019-12-03|5049|2699073|736457
4106375|501|Organizing Costs|2020-02-06|5000|2699073|736457
4106376|501|Organizing Costs |2020-05-15|5049|2699073|736457
4106377|504|Marketing Services|2020-04-13|5630|2699074|736457
4106378|504|Marketing Services|2020-05-22|5630|2699074|736457
4106379|504|Marketing Services|2020-06-10|5630|2699074|736457
4106380|504|Accounting Services|2019-12-16|25380|2699076|736457
4106381|504|Accounting Services|2019-10-21|16815|2699076|736457
4106382|504|Accounting Services|2019-11-12|5865|2699076|736457
4106383|505|Meeting Expense|2019-09-13|5517|2699078|736457
4099441|504|Audit, LM-2 and tax preparation|2019-12-12|7000|2694790|736288
4099442|505|Audit, LM-2 and tax returns|2019-11-01|5000|2694792|736288
4099443|505|General matters|2019-10-31|16739|2694797|736288
4099444|501|Negotiations and other matters|2020-03-03|9600|2694800|736288
4099445|501|Negotiations and other matters|2019-09-13|24169|2694800|736288
4099446|501|Negotiations and other matters|2019-12-27|34020|2694800|736288
4091044|504|On-site maintenance|2019-09-10|9600|2688980|735932
4091045|504|On-site maintenance|2020-04-10|16890|2688980|735932
4091046|504|Common expenses|2019-08-15|25947|2688981|735932
4091047|504|Rent|2019-07-11|5652|2688982|735932
4091048|504|Rent|2019-08-15|5652|2688982|735932
4091049|504|Rent|2019-09-10|5652|2688982|735932
4091050|504|Rent|2019-10-11|5652|2688982|735932
4091051|504|Rent|2019-11-06|5652|2688982|735932
4091052|504|Rent|2019-12-03|5652|2688982|735932
4091053|504|Rent|2020-01-20|5652|2688982|735932
4091054|504|Rent|2020-02-25|5652|2688982|735932
4091055|504|Rent|2020-03-10|5652|2688982|735932
4091056|504|Rent|2020-06-05|16956|2688982|735932
4091057|501|Legal Fees|2020-04-10|6749|2688985|735932
4091058|501|Program advertisement|2019-12-23|94500|2688986|735932
4091059|501|Organizing costs|2019-09-13|35000|2688987|735932
4091060|501|Building Fund Grant|2019-07-25|600000|2688988|735932
4091061|501|Legal Fees|2019-11-06|6314|2688989|735932
4091062|501|Union Pins|2019-08-01|8800|2688991|735932
4091063|502|Political Donation|2019-07-18|38020|2688992|735932
4091064|502|Political Donation|2019-08-15|12777|2688992|735932
4091065|502|Political Donation|2019-09-12|13594|2688992|735932
4091066|502|Political Donation|2019-10-09|12523|2688992|735932
4091067|502|Political Donation|2019-11-04|13990|2688992|735932
4091068|502|Political Donation|2020-01-09|23646|2688992|735932
4091069|502|Political Donation|2020-02-05|10745|2688992|735932
4091070|502|Political Donation|2020-03-04|11545|2688992|735932
4091071|502|Political Donation|2020-04-01|11751|2688992|735932
4091072|502|Political Donation|2020-05-06|12013|2688992|735932
4091073|502|Lobbying Fees|2020-04-10|12000|2688993|735932
4091074|503|Charitable Donation|2020-03-17|8250|2688994|735932
4091075|503|Charitable Donation|2019-11-26|5000|2688995|735932
4091076|504|Printing|2019-11-22|30000|2688996|735932
4091077|504|Printing|2020-01-27|45000|2688996|735932
4091078|504|Printing|2020-06-12|35000|2688996|735932
4091079|504|Pass Through - Impact Funds|2020-05-19|29546|2688998|735932
4091080|504|Accounting Fees|2019-10-11|10863|2688999|735932
4091081|504|Accounting Fees|2019-12-03|31750|2688999|735932
4091082|504|Clay Shoot expenses|2019-12-23|5000|2689000|735932
4091083|504|Rent|2019-12-26|10500|2689001|735932
4091084|504|Rent|2020-01-27|14400|2689002|735932
4091085|504|Clay Shoot expenses|2020-05-13|5000|2689004|735932
4091086|504|Working Assessment reimbursement|2019-10-31|5762|2689007|735932
4096810|504|ACCOUNTING SERVICES|2019-10-08|6500|2693172|736206
4096811|504|ACCOUNTING SERVICES|2020-01-07|5500|2693172|736206
4096812|504|REMOVAL OF WALL MOUNT AC UNIT|2019-11-25|7850|2693176|736206
4096813|504|PROMOTIONAL ITEM|2019-10-22|5001|2693177|736206
4096814|504|PROMOTIONAL ITEM|2019-07-23|5021|2693178|736206
4096815|504|REPAIR WALL DAMAGE|2020-04-14|5243|2693184|736206
4096816|505|PICNIC|2019-08-13|6490|2693185|736206
4086280|504|ACCOUNTING SERVICE|2019-10-04|5340|2684768|735399
4086281|504|LIGHTING REPAIR|2020-04-07|9130|2684769|735399
4086282|504|PROMOTIONAL PRODUCTS|2020-03-17|10469|2684773|735399
4086283|505|MEMBERS HOLIDAY PARTY|2019-12-11|16871|2684777|735399
4100003|501|LEGAL FEES|2019-07-02|20743|2695292|736322
4100004|501|LEGAL FEES|2019-10-03|20743|2695292|736322
4100005|501|LEGAL FEES|2020-01-03|9219|2695292|736322
4100006|501|LEGAL FEES|2020-03-23|6914|2695292|736322
4100007|501|LEGAL FEES|2019-08-08|7098|2695293|736322
4100008|504|WORKERS' COMPENSATION INSURANCE|2019-10-16|7589|2695296|736322
4100009|504|WORKERS' COMPENSATION INSURANCE|2019-11-19|7309|2695296|736322
4100010|504|WORKERS' COMPENSATION INSURANCE|2020-06-18|17145|2695296|736322
4100011|505|UNION CONFERENCE|2020-03-06|10733|2695298|736322
4100012|504|MORTGAGE PAYMENT|2019-08-08|30568|2695301|736322
4100013|504|MORTGAGE PAYMENT|2019-10-03|29884|2695301|736322
4100014|504|MORTGAGE PAYMENT|2019-11-06|14122|2695301|736322
4100015|504|MORTGAGE PAYMENT|2019-12-05|12710|2695301|736322
4100016|504|MORTGAGE PAYMENT|2020-01-06|13416|2695301|736322
4100017|504|MORTGAGE PAYMENT|2020-02-03|13416|2695301|736322
4100018|504|MORTGAGE PAYMENT|2020-03-09|15000|2695301|736322
4100019|504|MORTGAGE PAYMENT|2020-04-09|15000|2695301|736322
4100020|504|MORTGAGE PAYMENT|2020-05-08|30000|2695301|736322
4100021|504|AUDIT AND ACCOUNTING FEES|2019-11-06|11200|2695304|736322
4100022|504|AUDIT AND ACCOUNTING FEES|2020-04-17|5400|2695304|736322
4100023|504|METER CHANGE|2019-12-05|16552|2695305|736322
4100024|504|INSURANCE|2019-07-02|24572|2695306|736322
4100025|504|INSURANCE|2020-03-13|6354|2695306|736322
4100026|505|REFINERY TRIPARTITE|2020-02-14|10000|2695308|736322
4100027|505|SWEATSHIRTS|2019-11-06|12898|2695309|736322
4083535|504|AUDIT, 990, PAYROLL TAX RETURNS, SALES TAX|2019-09-17|7750|2682242|734686
4084111|504|ADVERTISING|2020-01-17|9930|2682641|734871
4084112|504|ADVERTISING|2020-02-14|10220|2682641|734871
4084113|504|ADVERTISING|2020-03-13|8150|2682641|734871
4084114|504|ADVERTISING|2020-04-17|12353|2682641|734871
4084115|504|ADVERTISING|2020-05-15|15985|2682641|734871
4084116|504|ADVERTISING|2020-06-12|10990|2682641|734871
4084117|504|MARKET RECOVERY|2019-07-03|27796|2682643|734871
4084118|504|MARKET RECOVERY|2019-10-18|9600|2682643|734871
4084119|504|MARKET RECOVERY|2019-12-20|28933|2682643|734871
4084120|504|MARKET RECOVERY|2020-02-21|14574|2682643|734871
4084121|504|MARKET RECOVERY|2020-04-10|31200|2682643|734871
4084122|504|MARKET RECOVERY|2020-05-15|15168|2682643|734871
4084123|504|MARKET RECOVERY|2020-06-19|16856|2682643|734871
4084124|504|MARKET RECOVERY|2019-07-03|25000|2682644|734871
4084125|504|MARKET RECOVERY|2019-07-19|5250|2682644|734871
4084126|504|MARKET RECOVERY|2020-01-03|9600|2682645|734871
4084127|504|MARKET RECOVERY|2020-01-17|30780|2682645|734871
4084128|504|MARKET RECOVERY|2020-01-17|39660|2682645|734871
4084129|504|MARKET RECOVERY|2020-03-20|141930|2682645|734871
4084130|504|MARKET RECOVERY|2020-05-29|20000|2682645|734871
4084131|504|MARKET RECOVERY|2020-06-19|5120|2682645|734871
4084132|504|MARKET RECOVERY|2020-06-19|6102|2682645|734871
4084133|504|MARKET RECOVERY|2020-06-19|6950|2682645|734871
4084134|504|MARKET RECOVERY|2019-08-30|70000|2682645|734871
4084135|504|MARKET RECOVERY|2019-08-30|18450|2682645|734871
4084136|504|MARKET RECOVERY|2019-10-18|25000|2682645|734871
4084137|504|MARKET RECOVERY|2019-10-18|24907|2682645|734871
4084138|504|MARKET RECOVERY|2019-11-01|26864|2682645|734871
4084091|502|DONATION|2019-08-23|5000|2682621|734871
4084092|502|DONATION|2019-12-13|5000|2682622|734871
4084093|502|DONATION|2020-03-03|5000|2682623|734871
4084094|503|DONATION|2020-06-26|5000|2682624|734871
4084095|503|DONATION|2019-11-01|5000|2682625|734871
4084096|503|DONATION|2020-05-29|5000|2682626|734871
4084097|504|ACCOUNTING|2019-07-12|7710|2682627|734871
4084098|504|ACCOUNTING|2019-09-13|6000|2682627|734871
4084099|504|ANNUAL SOFTBALL TOURNAMENT SPONSORSHIP|2019-07-26|9000|2682628|734871
4084100|504|LABOR DAY PICNIC FOR MEMBERS|2019-09-13|5745|2682630|734871
4084101|504|DONATION|2020-05-29|5000|2682631|734871
4084102|504|POSTAGE|2019-09-13|5000|2682634|734871
4084103|504|POSTAGE|2020-03-13|5000|2682634|734871
4084104|504|SUPPLIES|2019-12-06|5400|2682635|734871
4084105|504|ADVERTISING|2019-07-12|12797|2682641|734871
4084106|504|ADVERTISING|2019-08-16|9215|2682641|734871
4084107|504|ADVERTISING|2019-09-13|6550|2682641|734871
4084108|504|ADVERTISING|2019-10-11|8870|2682641|734871
4084109|504|ADVERTISING|2019-11-08|7690|2682641|734871
4084110|504|ADVERTISING|2019-12-20|9860|2682641|734871
4084139|504|MARKET RECOVERY|2019-12-20|12000|2682645|734871
4084140|504|MARKET RECOVERY|2020-01-03|6840|2682645|734871
4084141|504|MARKET RECOVERY|2019-07-19|17220|2682646|734871
4084142|504|MARKET RECOVERY|2019-08-02|58643|2682646|734871
4084143|504|MARKET RECOVERY|2020-03-20|50000|2682646|734871
4084144|504|MARKET RECOVERY|2020-03-20|14400|2682646|734871
4084145|504|MARKET RECOVERY|2020-04-17|21040|2682646|734871
4084146|504|MARKET RECOVERY|2020-04-24|5000|2682646|734871
4084147|504|MARKET RECOVERY|2020-04-24|8000|2682646|734871
4084148|504|MARKET RECOVERY|2020-03-20|10800|2682646|734871
4084149|504|MARKET RECOVERY|2019-11-01|24000|2682647|734871
4084150|504|MARKET RECOVERY|2019-11-01|7000|2682647|734871
4084151|504|MARKET RECOVERY|2019-10-18|13500|2682648|734871
4084152|504|MARKET RECOVERY|2019-10-18|9410|2682648|734871
4084153|504|MARKET RECOVERY|2019-08-16|6000|2682649|734871
4084154|504|MARKET RECOVERY|2020-04-24|20000|2682649|734871
4084155|504|MARKET RECOVERY|2020-04-24|76014|2682649|734871
4084156|504|MARKET RECOVERY|2020-05-15|34794|2682649|734871
4084157|504|MARKET RECOVERY|2019-07-03|170664|2682650|734871
4084158|504|WORKERS COMP/COMMERCIAL INSURANCE|2019-12-13|19287|2682652|734871
4084159|504|MARKET RECOVERY|2020-03-20|23623|2682653|734871
4089861|503|Contribution|2019-10-16|5000|2687931|735806
4089862|504|Building Maintenance|2019-12-18|12395|2687934|735806
4089863|504|Building Maintenance|2020-06-02|12395|2687934|735806
4089864|504|Advertising Sponsorship|2020-02-05|5000|2687935|735806
4089865|504|Networking Support|2019-10-29|5800|2687936|735806
4089866|502|Contribution|2019-10-29|10000|2687939|735806
4089867|504|Legal Work|2019-10-16|5077|2687940|735806
4089868|504|T Shirts and Hats|2019-07-07|5310|2687941|735806
4089869|504|Advertising|2019-07-07|9167|2687946|735806
4089870|504|Advertising|2019-08-01|15500|2687946|735806
4089871|504|Advertising|2020-02-19|6000|2687946|735806
4089872|504|Accounting|2019-10-02|20500|2687947|735806
4089873|504|Utility Payment|2019-08-07|7126|2687949|735806
4089874|504|Utility Payment|2019-08-21|6672|2687949|735806
4089875|504|Utility Payment|2019-10-02|6981|2687949|735806
4089876|504|Utility Payment|2019-10-29|6759|2687949|735806
4089877|504|Utility Payment|2019-11-20|6363|2687949|735806
4089878|504|Utility Payment|2020-01-08|6696|2687949|735806
4089879|504|Utility Payment|2020-02-05|7141|2687949|735806
4089880|504|Utility Payment|2020-04-01|5555|2687949|735806
4089881|504|Utility Payment|2020-05-06|5033|2687949|735806
4089882|504|Utility Payment|2020-06-03|5285|2687949|735806
4089883|504|Building Insurance|2019-07-17|10302|2687951|735806
4089884|504|Building Insurance|2019-10-16|10302|2687951|735806
4089885|504|Building Insurance|2020-01-08|10299|2687951|735806
4089886|504|Building Insurance|2020-04-15|10299|2687951|735806
4097520|504|Schlolarship dinner & graduating apprentice class|2020-01-10|5393|2693856|736239
4097521|504|Fess for golf tournament|2019-09-06|16959|2693857|736239
4097522|501|Job Target Award|2019-09-26|34180|2693861|736239
4097523|501|The Gunnery School|2020-06-04|10000|2693862|736239
4097524|501|Wilton YMCA|2020-05-13|15000|2693863|736239
4097525|501|Flanders Elementary School|2019-07-22|9000|2693863|736239
4097526|501|Lillie B Haynes Elementary School|2019-07-22|25000|2693863|736239
4097527|501|Niantic Center School|2019-07-22|7200|2693863|736239
4097528|501|Cromwell public library|2019-09-30|9000|2693863|736239
4097529|501|BH Chiller water upgrade|2019-09-30|7500|2693863|736239
4097530|501|Danbury Hospital|2019-09-30|10000|2693863|736239
4097531|501|Nonnewaug Region 14|2019-11-07|30000|2693863|736239
4097532|501|100 Oakview Dr Trumbull|2019-11-07|20000|2693863|736239
4097533|501|SHU North Quad|2019-11-27|40000|2693863|736239
4097534|501|Job Target Award Yale project|2019-12-13|20000|2693865|736239
4097535|501|Organizing payroll assistance for IW 424|2019-08-15|50000|2693866|736239
4097536|501|Organizing Reimbursement for Joe Sorenson|2019-09-26|17500|2693866|736239
4097537|501|Organizing Reimbursement for Joe Sorenson|2019-12-13|18000|2693866|736239
4097538|501|Organizing Reimbursement for Joe Sorenson|2020-06-04|22933|2693866|736239
4097539|501|Custom Iron Works|2020-02-24|25000|2693867|736239
4097540|501|HB Welding  |2020-04-13|59410|2693867|736239
4097541|501|HB Welding|2020-05-13|13580|2693867|736239
4097542|501|J & M Steel, Yale|2020-05-13|15000|2693867|736239
4097543|501|J & M Steel, Yale|2020-06-04|25000|2693867|736239
4097544|501|885 Washingotn Blvd parking garage|2020-01-20|20000|2693868|736239
4128220|504|GIFT CARDS FOR CHRISTMAS|2019-11-13|5814|2710114|736955
4128221|504|CHRISTMAS PARTY|2019-12-04|8812|2710115|736955
4143103|504|RENT|2020-09-28|6000|2720131|738818
4106236|504|ACCOUNTING SERVICES|2019-10-03|5300|2698949|736445
4106237|504|ACCOUNTING SERVICES|2020-01-03|5200|2698949|736445
4106238|505|ELECTION|2019-07-11|5912|2698959|736445
4089226|501|LEGAL RETAINER AND ARBITRATION|2020-05-14|7835|2687229|735741
4089227|501|BUSINESS AUTO INSURANCE|2019-07-23|23360|2687230|735741
4089228|501|WORKERS COMP INSURANCE|2019-12-18|11530|2687230|735741
4089229|503|DONATION|2019-09-12|10000|2687231|735741
4089230|503|DONATION|2020-02-13|5000|2687232|735741
4089231|503|DONATION|2020-01-09|15000|2687233|735741
4089232|504|HVAC REPAIRS AND MAINTENANCE|2020-02-10|12030|2687236|735741
4089233|504|HVAC REPAIRS AND MAINTENANCE|2020-06-15|13100|2687236|735741
4089234|504|PROPERTY/LIABILITY INSURANCE|2020-04-02|27350|2687237|735741
4089235|504|POSTAGE AND DELIVERY|2019-09-10|6027|2687240|735741
4089236|504|POSTAGE AND DELIVERY|2020-03-05|8047|2687240|735741
4089237|504|06/30/19 YEAR END AUDIT|2019-10-03|43500|2687241|735741
4089238|504|UTILITIES|2019-09-09|11563|2687242|735741
4089239|504|UTILITIES|2019-12-09|5907|2687242|735741
4089240|504|PROPERTY/LIABILITY & WORKERS COMP.  INSURANCE|2019-07-23|10039|2687243|735741
4089241|504|WORKERS COMP. INSURANCE|2019-12-18|7687|2687243|735741
4089242|504|MONTHLY DUES PROCESSING FEE|2020-05-18|12336|2687249|735741
4089243|504|MONTHLY DUES PROCESSING FEE|2020-06-25|14606|2687249|735741
4089244|504|MONTHLY DUES PROCESSING FEE|2019-07-16|13395|2687249|735741
4089245|504|MONTHLY DUES PROCESSING FEE|2019-08-14|22202|2687249|735741
4089246|504|MONTHLY DUES PROCESSING FEE|2019-09-16|13313|2687249|735741
4089247|504|MONTHLY DUES PROCESSING FEE|2019-10-18|15549|2687249|735741
4089248|504|MONTHLY DUES PROCESSING FEE|2019-11-13|15206|2687249|735741
4089249|504|MONTHLY DUES PROCESSING FEE|2019-12-10|14328|2687249|735741
4089250|504|MONTHLY DUES PROCESSING FEE|2020-01-17|29266|2687249|735741
4089251|504|MONTHLY DUES PROCESSING FEE|2020-02-18|9914|2687249|735741
4089252|504|MONTHLY DUES PROCESSING FEE|2020-03-12|13812|2687249|735741
4089253|504|MONTHLY DUES PROCESSING FEE|2020-04-23|33990|2687249|735741
4089254|505|PRINTING AND POSTAGE|2019-07-01|16306|2687253|735741
4089255|505|PRINTING AND POSTAGE|2019-08-06|5053|2687253|735741
4089256|505|PRINTING AND POSTAGE|2019-10-17|13512|2687253|735741
4089257|505|PRINTING AND POSTAGE|2019-12-23|13915|2687253|735741
4089258|505|HOLIDAY EVENT|2019-12-20|10279|2687254|735741
4089259|505|PROMOTIONAL EXPENSES|2019-07-29|5572|2687256|735741
4089260|505|CONSULTATION|2020-02-03|10000|2687258|735741
4089261|505|CONSULTATION|2020-03-02|10000|2687258|735741
4089262|505|CONSULTATION|2020-04-01|10000|2687258|735741
4089263|505|CONSULTATION|2019-12-16|8710|2687258|735741
4089264|505|CONSULTATION|2020-01-02|10000|2687258|735741
4089265|505|CONSULTATION|2020-05-11|10000|2687258|735741
4089266|505|CONSULTATION|2020-06-23|11466|2687258|735741
4089267|503|DONATION|2019-07-26|15000|2687262|735741
4089268|503|DONATION|2020-05-08|5000|2687265|735741
4089269|503|DONATION|2019-12-12|5000|2687266|735741
4089270|505|HOTEL ACCOMMODATIONS FOR CONFERENCE|2019-12-07|8744|2687267|735741
4089271|505|HOTEL ACCOMMODATIONS FOR CONFERENCE|2019-08-09|14562|2687268|735741
4089272|505|HOTEL ACCOMMODATIONS FOR CONFERENCE|2020-01-25|7332|2687268|735741
4130489|505|Education & Training |2019-07-31|9575|2711493|737271
4130490|505|Education & Training |2019-08-31|7208|2711493|737271
4130491|505|Education & Training |2019-10-31|6148|2711493|737271
4130492|505|Education & Training |2019-11-30|11265|2711493|737271
4130493|505|Education & Training |2019-12-31|9074|2711493|737271
4130494|505|Education & Training |2020-01-30|8247|2711493|737271
4130495|505|Education & Training |2020-02-29|7306|2711493|737271
4130496|505|Education & Training |2020-03-31|9142|2711493|737271
4106490|501|Quarterly Fees|2019-12-19|6041|2699228|736487
4106491|501|Quarterly Fees|2019-12-19|6000|2699228|736487
4106492|501|Quarterly Fees|2020-02-14|6000|2699228|736487
4106493|504|AUDIT FEES|2020-01-28|8300|2699230|736487
4088136|505|Auditing Service|2019-09-04|7000|2686390|735702
4088137|505|Auditing Service|2019-12-11|5300|2686390|735702
4088138|505|Christmas Party|2019-12-18|5411|2686391|735702
4140591|505|Labor Law|2020-04-07|6161|2717635|738299
4140592|505|Audit|2020-01-27|6400|2717636|738299
4141835|501|REIMB FOR UNION NEGOTIATOR|2020-01-10|12906|2719000|738525
4141836|505|REVIEW OF FINANCIAL STATEMENTS & TAX PREPARATION|2020-02-11|9253|2719001|738525
4143043|504|Property Insurance|2020-07-29|6985|2720016|738788
4143044|504|Absentee Trackers|2020-02-26|5830|2720021|738788
4144051|504|Accounting, tax, and audit services|2020-09-04|6500|2720929|738907
4100157|504|INSURANCE|2020-02-12|12313|2695435|736333
4100158|504|MAINTENANCE - ELECTRICAL|2020-02-26|13181|2695436|736333
4100159|505|LEGAL|2019-12-11|5979|2695438|736333
4100160|505|LEGAL|2020-01-22|9692|2695438|736333
4100161|505|LEGAL|2020-02-12|8115|2695438|736333
4100162|505|LEGAL|2020-03-11|13421|2695438|736333
4100163|504|POSTAGE METER REFILL|2019-07-12|5017|2695442|736333
4100164|504|POSTAGE METER REFILL|2019-08-21|5017|2695442|736333
4100165|504|POSTAGE METER REFILL|2019-12-23|5017|2695442|736333
4100166|504|POSTAGE METER REFILL|2020-01-22|5176|2695442|736333
4100167|504|INSURANCE|2019-12-11|7449|2695443|736333
4100168|504|INSURANCE|2020-03-11|5019|2695443|736333
4100169|504|INSURANCE|2020-06-24|35359|2695443|736333
4100170|504|UTILITIES|2019-08-21|5454|2695444|736333
4100171|504|MAINTENANCE AGREEMENT|2020-03-11|6883|2695450|736333
4100172|504|MAINTENANCE AGREEMENT|2020-04-08|6932|2695450|736333
4100173|504|AUDIT - PROGRESS BILLING|2020-05-20|19952|2695453|736333
4100174|501|COMMUNITY OUTREACH|2019-07-10|25000|2695460|736333
4100175|501|COMMUNITY OUTREACH|2019-10-09|25000|2695460|736333
4100176|501|COMMUNITY OUTREACH|2020-01-08|25000|2695460|736333
4100177|501|COMMUNITY OUTREACH|2020-04-08|25000|2695460|736333
4100178|501|2019 PICNIC CATERING|2019-10-09|13906|2695461|736333
4100179|501|2020 PICNIC CATERING DEPOSIT|2020-03-11|10000|2695461|736333
4100180|501|CONSULTING|2019-08-30|5440|2695462|736333
4100181|501|CONSULTING|2019-10-09|5040|2695462|736333
4100182|501|CONSULTING|2019-11-06|5600|2695462|736333
4100183|501|CONSULTING|2020-02-12|5320|2695462|736333
4100184|501|CATERING|2019-09-01|14238|2695463|736333
4100185|503|DONATION|2020-03-09|10000|2695465|736333
4085068|502|POLITICAL EDUCATION CONTRIBUTION|2019-11-14|10000|2683589|735110
4085069|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-08-01|8748|2683592|735110
4085070|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-09-16|16590|2683592|735110
4085071|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-09-25|7428|2683592|735110
4085072|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-10-03|7764|2683592|735110
4085073|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-11-05|8140|2683592|735110
4085074|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-12-05|8202|2683592|735110
4085075|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-02-06|5082|2683592|735110
4085076|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-09-16|6413|2683593|735110
4085077|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-11-14|5376|2683593|735110
4085078|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-12-12|10546|2683593|735110
4085079|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-02-06|5400|2683593|735110
4085080|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-02-06|5003|2683593|735110
4085081|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-06-18|7536|2683593|735110
4085082|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-06-23|5340|2683593|735110
4085083|503|INCREASE MEMBER WORK OPPORTUNITIES|2019-09-16|8253|2683594|735110
4085084|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-02-26|18837|2683594|735110
4085085|503|INCREASE MEMBER WORK OPPORTUNITIES|2020-04-09|14859|2683594|735110
4085086|503|CUSTOM 2018 CALENDARS|2020-01-09|7918|2683595|735110
4085087|504|REPAIRS/UPGRADES SOUND SYSTEM|2019-09-05|5632|2683596|735110
4085088|504|56 TREES TRIMMED |2020-01-09|6200|2683597|735110
4085089|504|GENERAL LIABILITY INSURANCE POLICY|2020-04-16|6072|2683598|735110
4085090|504|ELECTRIC EXPENSE|2019-10-10|7029|2683603|735110
4142088|501|Arbitration|2019-12-30|11700|2719159|738557
4142089|501|Arbitration|2019-12-30|5175|2719159|738557
4142090|501|Arbitration|2020-02-10|6240|2719159|738557
4142091|501|Arbitration|2020-03-09|7700|2719159|738557
4142092|501|Negotiation|2020-04-06|7335|2719159|738557
4142093|501|Negotiation|2020-05-13|7815|2719159|738557
4142094|501|Negotiation|2020-08-11|9158|2719159|738557
4142095|501|Negotiation|2020-09-09|7176|2719159|738557
4142096|504|Attorney Fees|2019-10-03|6849|2719162|738557
4142097|504|Attorney Fees|2019-11-11|19324|2719162|738557
4085170|504|Nat'l Fraud Directors conference|2019-09-24|5000|2683708|735164
4085171|501|Polo shirts JRM Leadership Meetings|2019-11-25|6236|2683710|735164
4085172|503|Donation|2019-09-25|7000|2683711|735164
4085173|504|Legal|2019-08-23|5260|2683718|735164
4085174|504|Annual audit|2019-10-04|15912|2683721|735164
4085175|504|Marketing|2019-07-02|5095|2683723|735164
4085176|504|Face Masks|2020-05-08|5950|2683727|735164
4085177|504|Temporary Staffing|2019-07-22|16867|2683729|735164
4085178|504|Temporary Staffing|2019-08-22|12048|2683729|735164
4085179|504|Temporary Staffing|2019-09-04|6024|2683729|735164
4085180|504|Temporary Staffing|2019-09-25|10241|2683729|735164
4085181|504|Temporary Staffing|2019-11-08|6024|2683729|735164
4085182|504|Temporary Staffing|2019-12-03|12205|2683729|735164
4085183|504|Temporary Staffing|2020-01-14|7831|2683729|735164
4085184|504|Temporary Staffing|2020-02-19|11860|2683729|735164
4085185|504|Temporary Staffing|2020-03-20|10868|2683729|735164
4085186|504|Temporary Staffing|2020-04-10|11579|2683729|735164
4085187|504|Temporary Staffing|2019-12-03|12205|2683729|735164
4085188|504|Insurance|2019-09-04|21684|2683731|735164
4085189|504|Insurance|2019-12-03|9193|2683731|735164
4085190|504|Insurance|2020-03-05|9193|2683731|735164
4085191|504|Insurance|2020-06-12|14814|2683731|735164
4085192|504|Insurance|2020-05-19|8742|2683731|735164
4085193|504|Insurance|2019-07-01|5195|2683731|735164
4085194|505|Reimbursement|2019-12-19|6758|2683732|735164
4063120|505|LBT PAYMENTS-NATIONAL GRID|2020-03-31|103647|2666881|730512
4063121|505|LBT-OVERHEAD PAYMENTS-NATIONAL GRID|2020-03-31|15547|2666881|730512
4089572|505|HOTEL|2019-08-02|5267|2687625|735771
